record_id,source,protein_id,pdb_id,chain_id,sequence_sha256,sequence_length,joint_homology_group,canonical_dataset_role,experimental_cv_fold,label_availability
SOPPCL__2kan,soppe_legacy,2kan,2kan,A,ecd357be51b0f79eecda79a4bc287bad75ec35b6efa603b93a2fe8e233ae0272,94,JHG30_230f12548cc4,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kat,soppe_legacy,2kat,2kat,A,ea639b5ae800b9e6aa102e78000554fa24445bc74a48514fae5d0dafe031893d,115,JHG30_9185f1bbe21a,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kb2,soppe_legacy,2kb2,2kb2,A,71f9560aa8259d1e14ede6c7adf77e91ad3847aada4543a5c5e3b2112d241fa9,148,JHG30_935d5fddb2d6,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kb5,soppe_legacy,2kb5,2kb5,A,d1fa448d0a5bfd080a03bbf6de0c332f526ce0f186bd415f60215b22ae4f9ee5,133,JHG30_ead4e1e13649,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2kbb,soppe_legacy,2kbb,2kbb,A,859606c959de77b029ac875d4e7ca4f611bde660af4d3472c956527bb9af71f0,174,JHG30_5b7b5aaa9206,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2kbe,soppe_legacy,2kbe,2kbe,A,a7c3927e07686e4ba3f6dfae2e05abd269675a45ddc8502b7e7e23f226ed6e3f,226,JHG30_fb05cc2ebad9,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kbg,soppe_legacy,2kbg,2kbg,A,a549567532f7d325cc5d19308eb948b83a5ea0bdec81ecee7adef4fbf04f78fc,102,JHG30_0807c7bc013b,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kbn,soppe_legacy,2kbn,2kbn,A,f58e6984c997ace58f4adb3c312396b0e72f972b9d1fb88cb8e04a75ae120e69,109,JHG30_149cc088622f,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kbq,soppe_legacy,2kbq,2kbq,A,6526595cdb56e4038b78c995e40964e2039a219863a2b1fdea5869f46c1d8aa2,80,JHG30_ad16a5d07ced,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2kbw,soppe_legacy,2kbw,2kbw,A,6f40b13413a6cdfadbdebe1f8517e0f3466284389bd107c2a61755f84e947d5a,160,JHG30_2fbb9ea4fb25,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kc5,soppe_legacy,2kc5,2kc5,A,8e0c963bbac4ae3926ce6ff36b391e05e12509a7f8b9fcde2245634d523ea570,162,JHG30_06614fab6a7c,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kc8,soppe_legacy,2kc8,2kc8,A,94ff12c9f5cad9b12df4c39d95af228a15a42adfe21a61640c7f4cf57e76ea93,95,JHG30_c82468233006,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kca,soppe_legacy,2kca,2kca,A,7bfe997202e7919e41c6a07e46809e2175e3129bd1f1cd30023f5c7f46a53a94,109,JHG30_771ba7022f4a,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kcj,soppe_legacy,2kcj,2kcj,A,ba2450cab560a2058786cd81d53475f5f6b718a647517c74ef42c5108572907d,108,JHG30_ae9abd3e85cb,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kck,soppe_legacy,2kck,2kck,A,9c76192531922effa10e8ef2dde19df1de17faabd4d37db24d9d5483c6d15bda,112,JHG30_f341a5c35e7f,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kcm,soppe_legacy,2kcm,2kcm,A,e064573a0ee6275c4605d2e6afa6c5571fca4bf1f48be30e0eac485444110104,74,JHG30_d41a9a86a676,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kco,soppe_legacy,2kco,2kco,A,044327ff2742b81dcacfc1899628b9c776fae9000b901f074a7e0967c5b3d227,133,JHG30_2c264ba02d33,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kcq,soppe_legacy,2kcq,2kcq,A,73690a779c2d171c8c9bd65518ccc0fb49421110b813a6ec5bcad2a41306561d,153,JHG30_9fd02e7fb4cb,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kct,soppe_legacy,2kct,2kct,A,f1452cbd87dc4df549e7d065128e074634ea12b0dd41fa98efb44aec58cdccef,88,JHG30_2ceb1f620a32,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kcu,soppe_legacy,2kcu,2kcu,A,b881255a23b77c24cb088281ce941c5926d4454c9ed624e53ffce5f03499921f,166,JHG30_8d3ce7895b80,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kcw,soppe_legacy,2kcw,2kcw,A,eb8b69eb39a5df463c98ad47172be8f0cd176fad75ec59545c2b59f56b179114,147,JHG30_851da7ae8406,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kcx,soppe_legacy,2kcx,2kcx,A,37fc01e551f54a616f654b449e891003e32cab30ac18af95104e15b8d1b396bf,74,JHG30_b125f93dec29,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kcz,soppe_legacy,2kcz,2kcz,A,3fc5fd61f61a286c6a265bb81f54916a84d1d8f47118f196b9ecbbfa6dac23e8,155,JHG30_c6b2adade08f,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2kd1,soppe_legacy,2kd1,2kd1,A,ff5695d23c62bac9243965716917bb0c6b472e109a1fb6be5d45abe54c1302df,118,JHG30_f73d66876225,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kd2,soppe_legacy,2kd2,2kd2,A,6bcab87f978c463d655bc15f84c77a96e9146cf1524a7bef80648855ec640f4f,94,JHG30_c93b24304502,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kd7,soppe_legacy,2kd7,2kd7,A,6b5f0eaf96efba1d623877c0288e32beab225d23c993537fdbcf824f5e18876b,159,JHG30_748ae9759288,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2kdb,soppe_legacy,2kdb,2kdb,A,18617b16a53b31ee4c5724e8bbc70304de28e91e7a5b65b47adbc78826ef2d18,77,JHG30_b6e7b15aa831,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kdg,soppe_legacy,2kdg,2kdg,A,e8f7b293806039e6c8edb3573f358b35f7a749f73bdbb6b3f9b3673edded6165,100,JHG30_55585ba0b222,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kdk,soppe_legacy,2kdk,2kdk,A,9d865e9292a09b6e5724135df740ba7a8157050254ced2d25a28bef1f1976656,118,JHG30_1befc5e8d65f,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kdo,soppe_legacy,2kdo,2kdo,A,ba84bc4de75ca3280c90f57ab40b629fa3fdd032b2e869a0f4b0e31e11b5d530,252,JHG30_aff528d41151,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kdp,soppe_legacy,2kdp,2kdp,A,78a1b424440d0de72ef5c379ab6bc0db6deb0e34588afc02310b20966a02f037,71,JHG30_d89905515dfe,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kdx,soppe_legacy,2kdx,2kdx,A,02beff7ae4017d39948a30f8eb2c8b72f236fd19d7b9283cc0a8840b9ae8fe94,119,JHG30_20ae7545092a,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kdy,soppe_legacy,2kdy,2kdy,A,c7dd145593fe7bb128f9cbe5291db0749fcefb3225e4ff3723d293d06167b759,261,JHG30_210cb65c1b6c,weak_train,-1,included_in_development_residue_labels
SOPPCL__2keb,soppe_legacy,2keb,2keb,A,d65d36e6b8cc550c218dc3ca5b01a6e54da94a07fe404925afd3ddc191365ebf,78,JHG30_24f88384a352,weak_train,-1,included_in_development_residue_labels
SOPPCL__2keo,soppe_legacy,2keo,2keo,A,4c7e9dba5e6b48bda7d60b1b334975f26b7f17c0bf43a156f5b9f0490debb240,92,JHG30_aa5510d895f3,weak_train,-1,included_in_development_residue_labels
SOPPCL__2ker,soppe_legacy,2ker,2ker,A,c3698511be7ee817e8eaaea620e8dbe0177d79b21d9f872fc02e25c2beaddadd,78,JHG30_5b068707078a,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kes,soppe_legacy,2kes,2kes,A,3c2cac6f12216b85a9b4f4bde21b96d774865d6a390642c513b8f72c22b10a32,48,JHG30_3f696215232e,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kew,soppe_legacy,2kew,2kew,A,77d8522fcea3508c3fa08f405968e0026ef99cc13b2a138b860de69aa07110fe,152,JHG30_66b4a976a92b,weak_train,-1,included_in_development_residue_labels
SOPPCL__2key,soppe_legacy,2key,2key,A,6a319c818e96ecaac2b6bdcee73d91ea5ee0b3e7c73404df55358603df3d4284,112,JHG30_e8aac0740a6f,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kf2,soppe_legacy,2kf2,2kf2,A,372ee9a96733a315a2c56dacced50044fbbd4cc7bd00a23391040899aca817fb,167,JHG30_882ca15d3958,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kfb,soppe_legacy,2kfb,2kfb,A,a186395183fc5b19531c8f3d93561e4a310b12a9231c12295900b111ef3b30c0,174,JHG30_1d9f1bd6c685,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kfj,soppe_legacy,2kfj,2kfj,A,0c85158bcb00001d90329f2aafb8001991b8d99c6817c5efa3ca58df2be7be77,86,JHG30_4f932502c272,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kfs,soppe_legacy,2kfs,2kfs,A,7ace05124f251803aafc895e4736a107f0e4569afe45a60dc591fe3f28bde875,146,JHG30_08350862aaf0,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kfw,soppe_legacy,2kfw,2kfw,A,e636a39e07339ff00110d018014809573c3cb13e80b927f7ac7a4c0bbf3d9d1a,196,JHG30_02c6799a5de4,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kg4,soppe_legacy,2kg4,2kg4,A,bdb9d62f213ffe11e5664414f44e841a639382cb1b712a80babf6d562519ac84,165,JHG30_ed7db18f74ae,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kg7,soppe_legacy,2kg7,2kg7,A,e0f762a8519a1f8b0b526bb24ffacbf953a8217dfd3006902ed4265df31ce4ed,97,JHG30_0b4d548bd182,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kgf,soppe_legacy,2kgf,2kgf,A,642f5449d2ea6b1a63ae4b73b553180b641874281d479ffa2a5410487675a428,140,JHG30_6dd92e4f6fdf,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kgj,soppe_legacy,2kgj,2kgj,A,eda38a48ea702d2065fa174644b39d2cd9c08b8c14a8dd5a720d9d9a35873c0c,102,JHG30_cc39c1136cab,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kgl,soppe_legacy,2kgl,2kgl,A,50b307cc6e637810e04e23259b5158beb0423632181d43fd0ae5db72a7536c5a,195,JHG30_60a2f7c4d238,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2kh2,soppe_legacy,2kh2,2kh2,A,8f79ab69ece5bea4106918e0828969947c9df9c0392e9c0be4a39d2c97a9af8d,153,JHG30_5cd0532b3201,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kha,soppe_legacy,2kha,2kha,A,342a75adc53a7d89174d20022b20ead097be2414e473f15aabdeca17b47bb34a,113,JHG30_cf7297fc33dd,weak_train,-1,included_in_development_residue_labels
SOPPCL__2khh,soppe_legacy,2khh,2khh,A,cccfac1e68e8d0c9eea4e7d9c7adaf176562e1a9d4e3d6b7c3ab8adf8a8ee80c,57,JHG30_ccac7536b2bb,weak_train,-1,included_in_development_residue_labels
SOPPCL__2khn,soppe_legacy,2khn,2khn,A,93a07ed221bcacfcf827ae61950a41d83720fc4ac99cf8c2716b0712812d39aa,121,JHG30_b777c3ae896a,weak_train,-1,included_in_development_residue_labels
SOPPCL__2khq,soppe_legacy,2khq,2khq,A,ef466bb5359f7892c42c9c50df2d97a5200a2d8d2657890b991943bf117df9c0,110,JHG30_54dec2c1bf45,weak_train,-1,included_in_development_residue_labels
SOPPCL__2khv,soppe_legacy,2khv,2khv,A,564dc4dd7a08472cbcc8a5be4de0a8bb670700f1ea8a1ba018a7e95e49c41e06,106,JHG30_2624418c20c8,weak_train,-1,included_in_development_residue_labels
SOPPCL__2khx,soppe_legacy,2khx,2khx,A,1e22bc3951ee40f156b79876ed3f2f13dc8cd30398de04775be9e51bed5d9312,79,JHG30_c3a4a3ea6d46,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2khz,soppe_legacy,2khz,2khz,A,b5a6e07b61d17a466fd7ace50856a90a4b6680c4fa976dba28b2a55aed06106e,163,JHG30_b09fb8023e5f,weak_train,-1,included_in_development_residue_labels
SOPPCL__2ki7,soppe_legacy,2ki7,2ki7,A,ebe71b08b8abd6eb4c1d85a58c3ac63551d938f3d3cf45d3dc5ed6978b93a491,111,JHG30_fa06e1c876fa,weak_train,-1,included_in_development_residue_labels
SOPPCL__2ki8,soppe_legacy,2ki8,2ki8,A,a6fa7ef7b08670fe021c02dd31614d92ad9ae8818bf0c4edbc3fcbf0755e5dc7,146,JHG30_35e2195cdb75,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2kia,soppe_legacy,2kia,2kia,A,2e88b8620ba379dc7f40299c053128000a5cf9db7424c1472c3e4a6039f5b36d,129,JHG30_206e51b4c296,quarantine_metadata_only,-1,excluded_quarantine_metadata_only
SOPPCL__2kic,soppe_legacy,2kic,2kic,A,ba01ff8b593c8f92fcf33bc595e91929dda4c7c3cf29735a5fbd4ee3d868b0b0,96,JHG30_0a3dcb5e6dc4,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kie,soppe_legacy,2kie,2kie,A,422f4833dac16145da7fdaa9a57b06b5b44d240b73d1e21c347614d99937886d,124,JHG30_f8526cfe0b6d,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kif,soppe_legacy,2kif,2kif,A,5ae60ab1d21b2ae2fb98c7d1cef281f1e8a56e459f644bcbd33789a9e4581fef,102,JHG30_0441402f700c,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kig,soppe_legacy,2kig,2kig,A,5005d3dff21373bda2c8ad1f08d2dd847e5e2e577332394f6cbbcfedfa3be903,161,JHG30_510bb77b225b,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kii,soppe_legacy,2kii,2kii,A,adf8cbb8b39a8b082b61ee56fda0618564a417cead2a77456dca55c80b75edeb,181,JHG30_e9c36ece3d57,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kij,soppe_legacy,2kij,2kij,A,9fa5ad2a1b05efabaafc3a122932d8d4d6391638637a45b6a432e9263be7240a,119,JHG30_029b9a93fac6,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kiq,soppe_legacy,2kiq,2kiq,A,4463a3a3a6b7049d427d6cfa42079c20877dcf3db7429d681aa385b5a3d07d08,57,JHG30_02023e90387c,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kiv,soppe_legacy,2kiv,2kiv,A,2db14b9f98ff9f7aa1255b95fd2f2a0d8f482e8c93d11e5fc66965fb8e5b192b,135,JHG30_944fd561439e,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kiw,soppe_legacy,2kiw,2kiw,A,534b3551c537ea51634f37c1d1493bd7b6ebb23c02fe0e8ea1776e66f513dd0e,111,JHG30_54dec2c1bf45,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kj3,soppe_legacy,2kj3,2kj3,A,03cb525d093effdbf6eb08c7b6c94002bc886e105e7e384db403daeaa37999b5,79,JHG30_3633359981c6,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kj5,soppe_legacy,2kj5,2kj5,A,7a1141c02bfb1866ae4b889975702d1b6d7af52a9fe57f36b7c6fa8d8c275839,116,JHG30_3abf571f9bfd,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kj6,soppe_legacy,2kj6,2kj6,A,9cb7483e827709cc141898255457ecaaf1870a0c97657d450ee4435a6bee349f,97,JHG30_c0bec5ef80f9,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2kj8,soppe_legacy,2kj8,2kj8,A,9ec29dce06f2b66b098579c1ff6eb01d255f98debfae80851f266716c798af94,118,JHG30_37bf19533a74,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kj9,soppe_legacy,2kj9,2kj9,A,80f7ee4c24d514cd68397eae9bc499de68287410f2c25171cf03e6bbe01dc078,118,JHG30_696512c21a21,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kjb,soppe_legacy,2kjb,2kjb,A,a90884bfc7afdf190a00ae75cc7f2da1d142431cd43f5993a4ef5ddea58243a3,95,JHG30_a3b9fb99155f,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kjg,soppe_legacy,2kjg,2kjg,A,873d263221751ac8f8c745507158dc4535ae0766ef35fdbf0581f5509209086b,99,JHG30_1772bec199df,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kjh,soppe_legacy,2kjh,2kjh,A,b6607f53232aaef14ffe1844f4a6c22a57cc8fb712f4ccda65f76d6ae816705f,150,JHG30_d2de4e29a24e,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2kji,soppe_legacy,2kji,2kji,A,a3524f8b17791ef8dfe6a0cb979c106738d239e721ca5d52d10f45e3b45c9a3b,50,JHG30_96d8174899d9,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kjq,soppe_legacy,2kjq,2kjq,A,4a625a38c68070a5030cdfa0254915dae703dad6f707994d13e514fdfa5a5356,149,JHG30_4e04ac49b361,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kjr,soppe_legacy,2kjr,2kjr,A,89965f1c4f39c7d06ba830a3866ef55761cd52072cbaae18853a33b672d1592d,95,JHG30_c779ac26d378,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kjv,soppe_legacy,2kjv,2kjv,A,78ceccaf8748551d2eb89c6ddadf13c8bf2ab37af20e0ecb69fd61a8b25430c8,101,JHG30_973a9fcfd46c,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kjx,soppe_legacy,2kjx,2kjx,A,1270ec8d10b895119849b86687e4cd28c98966b65792c350f7ad37eca27f3160,65,JHG30_82efab3458f6,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kjz,soppe_legacy,2kjz,2kjz,A,e1c94038fa93bf0695ffcf2dfdcfb1e83c6c3a87676ab1482c8127c6e044947d,122,JHG30_bc729cc389cb,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kk1,soppe_legacy,2kk1,2kk1,A,b98f4423981d1bba1d188c354e948da6d65084710f640129413cc6577531997b,135,JHG30_486f99621585,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kk4,soppe_legacy,2kk4,2kk4,A,67d803f3b2e138897a8902bf24919b276e9ec4f9068f150f2b2ac73a87d84e2d,95,JHG30_9e4a2bc998a6,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kk8,soppe_legacy,2kk8,2kk8,A,2770f13d083660edad4744a3a2785a34f9a36128dde3e626b1cbb2f98735c7c3,84,JHG30_4b893c504f47,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2kkh,soppe_legacy,2kkh,2kkh,A,cfd6cdeb91cfb1b325e8c6503630ca0947f7f983171f032dabdcb89274bc5c05,95,JHG30_1ede1dbdb11e,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kki,soppe_legacy,2kki,2kki,A,7dadf83df4ff6a127747b29379ec922fa4715783e01a8b215beffb7175ad684e,151,JHG30_2982d5b095c5,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kkm,soppe_legacy,2kkm,2kkm,A,9518ff67ede02a264445d0e747dfe8a8cdd1306ce38e4f973d4b9db9d6dd4431,141,JHG30_5adebd702ef9,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kkn,soppe_legacy,2kkn,2kkn,A,fa1e26f53f2bea08b92e5c810c9835779e65b8e9790fc23b00bb139668e175aa,157,JHG30_0e255623655e,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kkp,soppe_legacy,2kkp,2kkp,A,66052abd25a86145a424a7ba6c0f86563269f0b2e90d2aebdb057c53bb6edc71,117,JHG30_f73d66876225,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kkq,soppe_legacy,2kkq,2kkq,A,34b97137d21539bf042a085ee1075263f0d3cb159e95ff7e1c81dfc53f50fe77,116,JHG30_55585ba0b222,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kks,soppe_legacy,2kks,2kks,A,8987a7df07b6f1b7f7a4a166dd6d942bb5a85c14492fe54e3e1bd6cfec6ae005,146,JHG30_9fd02e7fb4cb,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kkt,soppe_legacy,2kkt,2kkt,A,4e08f0c84477d9fab27a4d313b975098d0198f0a8cd24ef05a60a80f05272553,52,JHG30_4e3d6b68f7c3,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2kku,soppe_legacy,2kku,2kku,A,901268f04c9d54b11f12a9bb46e38bc7a0a7c912bc47bf07bef0af28b5db4a28,139,JHG30_86f1fd2d62c3,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kkx,soppe_legacy,2kkx,2kkx,A,3a63d134434afcbe75bdcce0087c6730bb4aaa8cd34c810563a2f54354ff27cd,102,JHG30_2bb98ad3102e,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kl2,soppe_legacy,2kl2,2kl2,A,fab5813499640c35b0eb36145b83322dc9ddded87f54fec64c2b27337a2842ab,149,JHG30_872510d0286d,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2kl3,soppe_legacy,2kl3,2kl3,A,e2e705c6e7daa3bc1ec4f87106e08113e4695fd2d4ab477cc2491704f6be03b2,132,JHG30_86885a310178,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kl4,soppe_legacy,2kl4,2kl4,A,2ce7ade51c217b23c4c0761752b81d97efa51a6c560c41eb286979f930b89094,118,JHG30_a30880551ee2,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kl5,soppe_legacy,2kl5,2kl5,A,09298d1851ae93f4afb88d870d5abf24894dd45857c1a6513c3cd9106140f06a,110,JHG30_f1386efc3517,weak_train,-1,included_in_development_residue_labels
SOPPCL__2klb,soppe_legacy,2klb,2klb,A,fddbcd226e752debfe4d91b178765e30a36921eab501c65b951a3c5fd65e9315,154,JHG30_7864021f20dd,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kld,soppe_legacy,2kld,2kld,A,0ed86efeb3d4fc8578a909f3585ca93b3745a008d1a66db72f949ef5196d3837,73,JHG30_c707824d46dd,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kll,soppe_legacy,2kll,2kll,A,6697ccff3e90546cfa816ddb79fff6191462cf583809f2e790ce7776a44de3ed,161,JHG30_077d4d5e8b18,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kln,soppe_legacy,2kln,2kln,A,c42b0bbd1a7af264a7b0403c5197bad8999e108cd386c688e0b138dc0985f079,124,JHG30_a696a037b9a3,weak_train,-1,included_in_development_residue_labels
SOPPCL__2klo,soppe_legacy,2klo,2klo,A,e30bc984dd36970d256069dc10c29308c9a520df68f3ae9915b525016dbbd92e,138,JHG30_e6d869e6cddf,weak_train,-1,included_in_development_residue_labels
SOPPCL__2klq,soppe_legacy,2klq,2klq,A,4ce41b76559f5369598d01e677499ba63af9b07cf479aa03ed62f3c475564842,114,JHG30_58e8886f51d3,weak_train,-1,included_in_development_residue_labels
SOPPCL__2klr,soppe_legacy,2klr,2klr,A,0c4cf99fa9b75defc1d61b181193fcea4656a9f19131bd9610dbe40a085b0f36,82,JHG30_90ad7448e816,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kls,soppe_legacy,2kls,2kls,A,4a4b3bd9c574290ef2b34718fabdcd0aae6eafc22320098705121c2167e92abb,157,JHG30_f248c51600b1,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kly,soppe_legacy,2kly,2kly,A,38bee829fa685fb9b4ee975253fe32ee47713620d83f3d39d97856afa7d87f53,165,JHG30_d2de4e29a24e,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2km1,soppe_legacy,2km1,2km1,A,573eb20989c968c4104f748f8a3651619b4745ba0ad7f7e41ac96fc2d8bf4de8,117,JHG30_20f426ddacfb,weak_train,-1,included_in_development_residue_labels
SOPPCL__2km2,soppe_legacy,2km2,2km2,A,28a4b9b0d43165fe6d929f36f36a9a51895aafed2ab0c5b7d8f44a7c484269de,134,JHG30_1ea009b508db,weak_train,-1,included_in_development_residue_labels
SOPPCL__2km4,soppe_legacy,2km4,2km4,A,947f4638bc8f4d32f7107c19053df4e3504301657eb0aaaf77747230443fc8f3,137,JHG30_a049423e28bc,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kma,soppe_legacy,2kma,2kma,A,cd190902401145f0e160b5228147072946228fdb5928ae5f2f624c38f563dc2b,178,JHG30_79687a372893,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kmf,soppe_legacy,2kmf,2kmf,A,b96f635faaab0671e3d1c47734b9ad07cd647f3cff938becfe20eab910165143,115,JHG30_852e056b3f9a,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2kmg,soppe_legacy,2kmg,2kmg,A,80c21af09e5283ae2199cb46dfec31e412bbd2ad17737cd9fbbbfd50a64cb0d8,142,JHG30_007226b31da7,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kmm,soppe_legacy,2kmm,2kmm,A,e9000bc89fe8e043c9dadf3b5e8c60ace598ea35e59bc522e4920c6ebde12488,73,JHG30_e6bf0981d5a8,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kmt,soppe_legacy,2kmt,2kmt,A,bf5f667b5ad45592d686a3105bf47a8723d7d516991996491bc8cd018f459fbf,105,JHG30_b62580d6db9e,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kmv,soppe_legacy,2kmv,2kmv,A,0acb5b44f602645bd96820357ee676c64f9eb10b584aaf027590698b2d394cfa,185,JHG30_ba9c2bba1f84,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2kmw,soppe_legacy,2kmw,2kmw,A,e44d6f4a9a84d330a9c282e432999124e95f2ef504379d618e16c424f7d4e791,150,JHG30_e3bca621d82e,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kn6,soppe_legacy,2kn6,2kn6,A,5840c630fc942d9f6af9838058c8ef64138b69806eeee4118d44b044da68f3ba,195,JHG30_0fe0dba5a683,weak_train,-1,included_in_development_residue_labels
SOPPCL__2kn8,soppe_legacy,2kn8,2kn8,A,c16e05f5dfb605f8caed421f0ccac00d3ec54c73016b363b4173cd5466eb8ae2,68,JHG30_8ef0ecaf235d,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2kna,soppe_legacy,2kna,2kna,A,fcc078bcaad9805c495415c4fc7bfeec16efa349461d07875430053635992c6c,104,JHG30_822b211df05d,weak_train,-1,included_in_development_residue_labels
SOPPCL__2knc,soppe_legacy,2knc,2knc,A,896525acb71647459c7170de2406c9c149e7b0b456d1942f48dbe1da169efb92,54,JHG30_d18fc044d112,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2knj,soppe_legacy,2knj,2knj,A,5a600d8ce5b2ffdf70332f2bfe70ece5af47a7501379023bc8f6f36db44fcc2b,90,JHG30_f85b6be5a4ba,weak_train,-1,included_in_development_residue_labels
SOPPCL__2knq,soppe_legacy,2knq,2knq,A,b06d95ceafcad137093361b980fadb7f7bdc8b06b8d68a87404dffa87ea8f17e,142,JHG30_9617541a4a3f,weak_train,-1,included_in_development_residue_labels
